comment,created,author,extra_relation,update_type,ticket
Communication continued with the researcher outside the ID system.,2014-01-21 09:56:06.478220,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,close,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj5vtUCDA
,2014-01-21 09:56:06.794140,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj5vtUCDA
New finding,2014-01-23 01:59:51.285410,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGLmzxAIM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj5vtUCDA
"Probably the recent sentence to Dolly Cifuentes in Miami could bring revelations about its business with the former Colombian presidential family. I am told she accepted few crimes of Zinaloa Cartel, including the Otterloo guns shipment, same supplier I told you before. Could you check on that via PACER at US Southern Miami District?",2014-01-23 02:22:10.459960,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGLmzxAIM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj5vtUCDA
"Hi, yes, I will do so. Concerning the other SL Keiser issue, I have found a journalist in Sierra Leone, Zeinab, who has applied for an interview. She will pose the question. 

Khadija",2014-01-23 14:47:32.380000,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGLnniQIM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj5vtUCDA
"Defendant Faces Charges in South Florida and Southern District of New York

Wifredo A. Ferrer, United States Attorney for the Southern District of Florida, Preet Bharara, United States Attorney for the Southern District of New York, Mark R. Trouville, Special Agent in Charge, U.S. Drug Enforcement Administration (DEA), Miami Field Division, Brian Crowell, Special Agent-in-Charge, New Jersey Division of the DEA, and Janice K. Fedarcyk, Assistant Director-in-Charge, Federal Bureau of Investigation, New York Division, announce the extradition of Dolly De Jesus Cifuentes-Villa, a/k/a “La Menor,” 54, of Colombia, from Colombia to the United States to face separate charges in both the Southern District of Florida and the Southern District of New York. She is charged with conspiring to import multi-ton quantities of cocaine into the United States. Cifuentes-Villa arrived in the Southern District of New York yesterday and was immediately transferred to the Southern District of Florida, where she made her initial appearance in court yesterday before Magistrate Judge John O’Sullivan.

U.S. Attorney Wifredo A. Ferrer, of the Southern District of Florida, stated, “As this case demonstrates, the Southern District of Florida and its law enforcement partners, both at home and abroad, remain deeply committed to dismantling large international drug trafficking organizations that seek to import ton-quantities of cocaine through our borders. One by one, we will continue to bring these narco-traffickers to justice, dismantle their organizations, and seize their assets.”

U.S. Attorney Preet Bharara said: “As alleged, Dolly Cifuentas-Villa, along with her brother Jorge, was at the center of an international narco-trafficking ring that conspired to import multi ton-quantities of cocaine into the United States. Her extradition marks the first step in the process of bringing her to justice and dismantling a narcotics trafficking organization that flooded our communities with poisonous drugs. Once again, the commitment of international law enforcement to shutting these organizations down is unflagging.”

Miami DEA Special Agent in Charge Mark R. Trouville stated, “This case proves once again that we will not rest in our efforts to bring to justice any individual involved in drug trafficking anywhere in the world. The extradition of Cifuentes-Villas is a testimony of what can be accomplished in our fight against drugs, and the positive outcomes resulting from the cooperation of law enforcement authorities here in the United States and in Colombia.”

DEA Special Agent-in-Charge Brian Crowell, of the New Jersey Field Division, added, “This extradition was a standard global task force effort, using every tool in the law enforcement tool box. Cops worked together from Colombia to Ecuador and across the United States with one laser-focused goal, bringing justice to the front door step of international traffickers dead set on poisoning people in communities they never intend to set foot upon. These organizations expect their drugs and money to travel internationally, and we make sure handcuffs will travel that way as well.”

FBI Assistant Director-in-Charge Janice K. Fedarcyk, of the New York Division, noted, “Undeniably, continued effort to reduce demand is part of the solution to this country’s still significant illegal drug problem. Nonetheless, there is no question that the apprehension and extradition of someone responsible for such massive quantities of cocaine will have a major impact on the supply side of the equation. Cocaine trafficking is deadly business not only because the product itself can be lethal. It is also a brutally violent business where guns and murder are ever-present.”

Background:

The charges announced yesterday in South Florida and New York are the result of a multi-agency multi-jurisdictional investigation that began in 2006 into the activities of Jorge Milton Cifuentes-Villa, aka “Jota.” As a result of this investigation, Jorge Milton Cifuentes-Villa and members of his drug trafficking organization, including his sister Dolly De Jesus Cifuentes-Villa, were charged in the Southern District of Florida on November 4, 2010. On March 18, 2011, additional charges against Jorge and Dolly Cifuentes-Villa were unsealed in the Southern District of New York. Jorge Milton Cifuentes-Villa has been designated a Consolidated Priority Organization Target (CPOT), a Department of Justice designation reserved for the most dangerous and prolific narcotics traffickers. In February 2011, the U.S. Department of Treasury’s Office of Foreign Asset Control (OFAC) designated Dolly De Jesus Cifuentes-Villa and Jorge Milton Cifuentes-Villa as Specially Designated Narcotics Traffickers pursuant to the Foreign Narcotics Kingpin Designation Act. Jorge Milton Cifuentes-Villa remains at large.

The South Florida Charges:

This investigation revealed that the Cifuentes-Villa drug trafficking organization was using sophisticated drug trafficking routes to distribute multi-ton cocaine loads from Colombia through Central America, for ultimate distribution in Mexico and the United States. This investigation led to the filing of charges in the Southern District of Florida against five individuals on a myriad of federal narcotics and money laundering violations in connection with the drug trafficking organization. Among those Jorge Milton Cifuentes-Villa, Dolly De Jesus Cifuentes-Villa, Hildebrando Alexander Cifuentes-Villa, Joaquin Archivaldo Guzman Loera, and Otto Javier Garcia-Giron.

More specifically, Dolly De Jesus Cifuentes-Villa was charged with conspiracy to manufacture and distribute narcotics between 2003 through early 2009, knowing that such substances would be unlawfully imported into the United States, and four substantives counts of manufacturing and distributing narcotics, knowing that such substances would be unlawfully imported into the United States. The case is assigned to U.S. District Judge Joan A. Lenard.

Mr. Ferrer thanked the DEA Miami Field Division and the Miami High Intensity Drug Trafficking Area (HIDTA) for their extraordinary work in this multi-agency multi-jurisdictional investigation. Mr. Ferrer also thanked the DEA Bogota Country Office, DEA Newark Field Division, and the U.S. Department of Treasury, Office of Financial Asset Control (OFAC), for their coordination and assistance in this matter. Mr. Ferrer also thanked the Colombian National Police and the U.S. Department of Justice’s Office of International Affairs for their ongoing assistance.

The New York Charges:

In the Southern District of New York, Cifuentes-Villa, is charged with one count of conspiracy to import cocaine into the United States. The case is assigned to U.S. District Judge Laura Taylor Swain.

According to the indictment previously filed in Manhattan federal court and other information obtained from public sources, from October 2008 through February 2011, Dolly Cifuentes-Villa conspired with others, including her brother and co-defendant, Jorge Milton Cifuentes-Villa, to import from Colombia ton-quantities of cocaine into the United States, including through Mexico. In October 2009, 8.3 tons of cocaine that Dolly Cifuentes-Villa and Jorge Milton Cifuentes-Villa were attempting to send to Mexico were seized in Ecuador.

Mr. Bharara praised the outstanding investigative work of the DEA’s New Jersey Field Division, the FBI’s New York Field Division, the DEA’s Bogota Country Office, and the DEA’s Quito Country Office. Mr. Bharara also thanked the Colombian National Police and the U.S. Department of Justice’s Office of International Affairs for their ongoing assistance. The SDNY case is being handled by that Office’s Terrorism and International Narcotics Unit. Assistant U.S. Attorneys Christian Everdell and Glen Kopp are in charge of the prosecution.

An indictment is merely an accusation and a defendant is presumed innocent unless and until proven guilty.

Return to Top

A copy of this press release may be found on the website of the United States Attorney's Office for the Southern District of Florida at http://www.usdoj.gov/usao/fls. Related court documents and information may be found on the website of the District Court for the Southern District of Florida at http://www.flsd.uscourts.gov or on http://pacer.flsd.uscourts.gov.",2014-01-23 14:50:03.662720,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGLnniQIM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj5vtUCDA
The old court case from 2012: http://www.justice.gov/usao/nys/pressreleases/August12/cifuentasvillextradition/cifuentesvillaetalindictment.pdf,2014-01-23 14:52:33.291120,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGLnniQIM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj5vtUCDA
I will draw out the specific court cases from NY and Miami. This was a release from prior.,2014-01-23 14:50:37.763470,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGLnniQIM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj5vtUCDA
"Hi:

Seems the US gov from 2011 was doing information exchange with the Sinaloa Cartel, for which the Cartel received go-ahed form US to smuggle cocaine into the US.

Some good reading: 

Court documents recently disclosed: 
http://www.eluniversal.com.mx/graficos/pdf14/guerra_secreta.pdf

The geographic map evidencing the cocaine movements from Mexico to US
http://www.businessinsider.com/how-7-drug-cartels-conquered-mexico-2012-11


The disclose by the Mexican gang to Stratfor intelligence agency:
http://www.businessinsider.com/stratfor-the-us-works-with-cartels-2012-9

Documents: Feds allegedly allowed Sinaloa cartel to move cocaine into U.S. for information
http://www.elpasotimes.com/ci_18608410

US govt struck deal with Mexican drug cartel in exchange for info - report
http://rt.com/usa/sinaloa-drug-cartel-deal-dea-551/

More later. 

Warm regards",2014-01-23 15:00:21.922450,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGLnniQIM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj5vtUCDA
"Hi 

Specially Designated Persons and Blocked Lists re: Sinalao
http://sdnsearch.ofac.treas.gov/default.aspx

US Office of Foreign Assets Control:
http://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/llanos_notice_04282011.pdf
http://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/pages/20090415.aspx
http://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/narco_cifuentes_villa_%20notice_20110921.pdf
http://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Pages/20110428.aspx

Some Justice Dep info re: Dolly/Sinalao

http://www.justice.gov/usao/fls/PressReleases/2012/120809-01.html
http://www.justice.gov/usao/nys/pressreleases/August12/cifuentasvillextradition.html

Some Organization of America reports related to Sinalao:
http://www.oas.org/en/sms/cicte/Newsletter/Informe_62_eng.pdf
http://www.oas.org/en/iachr/expression/docs/reports/annual/monitoring/Ch%20II%202006.pdf
http://www.cicad.oas.org/fortalecimiento_institucional/planesnacionales/docs/Guia_politicas_drogas_ENG.pdf
http://www.oas.org/en/iachr/expression/docs/reports/annual/monitoring/Ch%20II%202010.pdf

Warm regards
Khadija




",2014-04-04 08:00:46.153910,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGLnniQIM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj5vtUCDA
,2014-04-22 07:58:17.473460,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,close,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj5vtUCDA
,2014-01-10 14:43:02.544490,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGKmp1wIM,,open,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBi599cCDA
,2014-01-10 14:49:47.783350,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,open,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBi599cCDA
,2014-01-10 14:49:48.084940,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBi599cCDA
,2014-01-10 14:49:53.826420,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,open,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBi599cCDA
"Hi, see the attached file. Company has couple dozens subsidiaries in different parts of the world. I think you need to start with every single record you can get on the Swedish company (most importantly annual reports including detailed notes) and understand what kind of role each of the subsidiary plays in overall business. 

Looks like ownership of the company is in Sweden. U have to look at the finances to tell where money goes. It is possible that they pay huge premium to Swiss company for intellectual property rights (its name leads me to believe that could be the case) so part of the money (which is not taxed) ends up in Switzerland or even Luxembourg. 

But to know what you need to research Swedish company very well. 

I will be happy to help more. 

Best, Miranda ",2014-01-10 14:55:53.581560,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBi599cCDA
U should also check Swiss registry of patents for information about patents this company has registered. Or maybe even in Sweden. ,2014-01-10 14:59:50.219090,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBi599cCDA
"Swiss records also attached. It is possible to get copies of other records from the registry but you would have to cover the cost of obtaining them. It could also take some time to get them copies and delivered. 

Miranda ",2014-01-10 15:05:51.539330,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBi599cCDA
"Companies in Switzerland don't file financial statements. You need to get annual reports, audits and financial statements for the Swedish company. It should tell you how much they pay for royalties. 

Each country has registry of patents and intellectual property. U need to find out where they keep patents and get any records on that. 
",2014-01-10 15:26:39.435320,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBi599cCDA
"I have some Swiss records, but havent understand if there is any interesting there. 
I also got a court sentence from 2008 when Swedish tax authorities wanted New Wave Group to pay tax for the royalties in Sweden, but New Wave Group won the case and could continue transferring money to the Swiss Company. It says a lot how the transferred the money 2007 and before, but dont know for sure how it is now. Yes, of course you are right, that I need to go deeper with all the subsidaries. I havent done that. So you think it is best to find annual reports for each of them? I havent found annual report for New Wave Group Licensing yet.  I havent even found any good registry of the patents. Do you know where to find them.
I have got a tax statement from Swiss authorities about New Wave Group Licensing, and it is for 2010.



",2014-01-10 15:19:33.486320,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGKmp1wIM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBi599cCDA
"Annual reports from all the group are here:
http://www.nwg.se/en/reports-and-presentations/annual-reports.html

I dont know if it is possible to see how much they pay for royalties. 

OK, I will try to find out about the patents! Thank you very much so far!
 ",2014-01-10 15:40:40.710090,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGKmp1wIM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBi599cCDA
"Yes, you can find how much they paid. For example they paid 6.4 million SEK in 2012, and 10.4 in 2011. See here: http://www.nwg.se/fileadmin/reports/Arsredovisningar/eng/2012/Annual_Report_2012_ENG.pdf (pg. 67)

Try to find more detailed financial statements.

Best, Miranda ",2014-01-10 17:53:45.354030,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBi599cCDA
"Hi again,

It looks like some of the subsidaries pay royalties, but some don´t, or
they use other words instead of “royalty”. Only the Swedish subsidiary “New
Wave Mode” had almost six million Swedish crowns in royaltycosts 2012. But
then I look at, for example subsidiary GS Sportswear Oy in Finland or
United Brands of Scandinavia in GB, I cannot find any royalties in their
annual reports.

I have realised that New Wave Group have had an offshore company in Cyprus
between 2006 and 2012, Plesanton Holding LTD. It seem to be quite common.
The involved Cyprus-lawyer also has offices in Bahamas, Belize, British
Virgin Islands, Mauritius. Maybe this was more the owner Torsten Janssons
personal offshore company.  Anyways in December 2012 he left this to
instead start Torsten Jansson Holding in Sweden instead. I really don´t
know what that means!?  Is it good to email like this?



Best wishes

Fredrik


2014-01-10 Investigative Dashboard <
notification+5635001@investigative-dashboard-prod.appspotmail.com>",2014-01-27 13:30:00.683690,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGKmp1wIM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBi599cCDA
"Hi, a late reply but it is hard to know what this means. It could be that he split with his partner, sold shares and decided to set up new business, or it can be anything else. You need to do reporting to find out. Best, Miranda ",2014-04-29 19:55:49.178630,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBi599cCDA
,2014-04-29 19:55:56.381490,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,close,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBi599cCDA
,2014-01-10 15:11:32.631820,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGJnb1gIM,,open,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJxdgCDA
Thank you for this,2014-01-10 15:13:01.019410,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGJnb1gIM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJxdgCDA
Thank you for this,2014-01-10 15:14:26.430980,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGJnb1gIM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJxdgCDA
"Hi, 

Well good news is I am expert in Montenegro and that is country I have done a lot of reporting in. Bad news is there are very few information available online so it takes long time to get records.

This company was in liquidation at one point. I couldn't find last shareholding structure in the latest report on top 10 shareholders and online registry only lists directors. 

This is latest from the stock exchange.

ANGELOS FILIPPIDIS	36,0000 %
PETROS STATHIS	28,0000 %
MARIOS VAROTSIS	19,6000 %
IOANNIS KOTSIKOPOULOS	16,3600 %
KRISTINA VUKCEVIC	0,0400 %

How much time do you have on this?

Best, Miranda ",2014-01-10 15:30:29.800180,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJxdgCDA
,2014-01-10 15:30:30.072580,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJxdgCDA
"Hi Miranda,

Good to hear from you. It would be great if you could find anything about Master Holdings actual activities until Tuesday. In case you need more time I think I will be able to extend my deadline. This is big in Greece at this period - would you be interested in a joint research?

Best,

Harry",2014-01-10 15:46:04.167580,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGJnb1gIM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJxdgCDA
"Always interested in Montenegro :) my favorite corrupt country in the world. Anything you can share better. 

Best, Miranda ",2014-01-10 16:14:55.239290,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJxdgCDA
"Hi Harry,

we did a preliminary research and all the records supporting it are attached.
We hold a historic data from the Montenegro stock exchange from 2008 to 2011 and I just took snapshots and put together some ownership overviews of Master Holdings (Registered on 2010-06-08) and First Financial Bank (Registered on 2007-01-22)
I'd advise you to build timelines for time periods and you'll get overlaps where the same names appear in the ownership structure.
If you need more data for some time, I can send you more files, but I tried to capture changes that occurred.
The company First Financial Securities Broker-Dealer AD (registered on 2007-01-22) was owned by the First Financial Bank AD the whole time for which we have the archives.

Benson Holdings Ltd cannot be found in Liberia's registry although I'm not sure if maybe it was dissolved long time ago and therefore they're not available any more.
Benson Holdings Ltd from Croatia was involved in wrongdoings in Bosnia with building a hydro plant and there are ties to high end crooks in Montenegro. 
But since I'm not sure this is the company we're looking for, I just attached one media report that describes the case in more detail. You can use Google translate.

I also searched for all these names in other databases and I attached an overview of possible leads. Of course I cannot identify them without an address or a DOB.

There are annual reports for the bank which you should go through thoroughly.

Miranda is an expert on Montenegro and especially on financial records. If you want to, you can share more details with her and maybe you could work on this research together. In that case we could go on a more in-depth search for meaning of all the records.

Looking forward to your response and the results of course. 

Best,

Lejla

  ",2014-01-14 14:57:15.420110,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJxdgCDA
,2014-01-14 14:57:15.850650,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJxdgCDA
,2014-01-14 14:58:36.396840,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJxdgCDA
"Thank you so much Lejla,
Will come back to you and Miranda with my finding on the case and decide whether we will move on to an in-depth investigation.
Best regards,
Harry",2014-01-14 15:06:20.680810,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGJnb1gIM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJxdgCDA
"Hi again Lejla,
Would it be possible to have an ownership snapshot of the First Financial Bank during August 2008 and one during October 2008? It's kind of important because I want to find out whether Filippides sold his shares during this period - there are some interesting money transfers during September 2008 that he said he got due to the selling of his shares at FFB.
Thanks,
Harry",2014-01-14 17:35:59.147230,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGJnb1gIM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJxdgCDA
"Hi Harry,

Filippides sold his 24% of shares to Viktor Stathis between 15th and 22nd September 2008.
Stathis acquired some more shares later and he finally sold the bank in October 2013 to his long term partner Petros Stathis and 8% of shares to Predrag Drecun (who was the executive director in the bank). Media reports say he sold the whole bank for about € 500.000 (I don't know if it's relevant, I didn't check the exact amount).

Viktor Stathis owns the company ""Restis Group"" (Greece) which has a long term lease from the ME gov. for an extremely luxurious island/hotel in ME - Sveti Stefan.
They owed Montenegro a few million € for quite a while... I don't know what's going on with Sveti Stefan now.


",2014-01-15 09:13:10.661880,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJxdgCDA
"Now, I'm a little sleepy I'm sorry. Please use this response:

Angelos Filippides sold his 24% of shares to Viktor Restis between 15th and 22nd September 2008.
Viktor Restis acquired some more shares later and he finally sold the bank in October 2013 to his long term partner Petros Stathis and 8% of shares to Predrag Drecun (who was the executive director in the bank). Media reports say he sold the whole bank for about € 500.000 (I don't know if it's relevant, I didn't check the exact amount).

Viktor Restis owns the company ""Restis Group"" (Greece) which has a long term lease from the ME gov. for an extremely luxurious island/hotel in ME - Sveti Stefan.
They owed Montenegro a few million € for quite a while... I don't know what's going on with Sveti Stefan now.",2014-01-15 09:18:45.095240,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJxdgCDA
Thank you ,2014-01-15 10:59:10.734820,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGJnb1gIM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJxdgCDA
,2014-01-15 11:03:20.492850,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,close,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJxdgCDA
,2014-01-13 15:29:51.623620,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGImMgwIM,,open,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj5r9oCDA
