blog_post,government_db,registration_required,video_url,url,country,db_type,agency,paid,notes
http://www.investigativedashboard.org/2011/05/bvi-hidden-trap/,True,False,,http://www.bvifsc.vg/en-us/divisions/registryofcorporateaffairs.aspx,VG,business,Financial Services Commission,True,"Available: a form for Company Search Request which needs be emailed with credit card information for this service. Normally this only gives information about the registered agent, incorporation date and address. On some occasions the registry provides information about directors."
,True,True,,http://bvigazette.org/,VG,gazette,Virgin Islands Official Gazette,True,"Available: with free account you can only download three latest issues of the gazette. Archived issues are available with a yearly subscription of USD 450. In terms of company information, the BVI Gazette only publishes notifications about liquidation of companies."
,False,False,,http://www.companiesintheuk.co.uk/,GB,commercial,Companies In The UK,False,Available: basic information about companies + the number of companies registered  at a certain address.
,True,False,,http://www.moc.gov.kh/,KH,business,Ministry of Commerce,False,
,True,False,,http://www.journal-officiel.gouv.fr/balo,FR,gazette,Bulletin of Obligatory Legal Announcements,False,"The 'Bulletin des Annonces Légales Obligatoires' contains notices, mostly published by companies. These include annual accounts, securities issues and mergers. This site contains full information for the last 3 years, and some older data."
,True,False,,http://www.cis.gov.md/en,MD,business,"Official Company Registry - ""Camera Inregistrarii de Stat"" (CIS)",True,"Provides basic data about companies for free (such as registration number and date, full name, address). See ""Check-up details of legal entity"" in the left-hand menu.

Users can create an account (with contract) and purchase current records (no history available online) at costs ranging between 1,5 - 4 USD.

The webpage is in Romanian, English, Russian."
,False,False,,http://www.cis.gov.md/buletin_oficial,MD,court,Official Gazette,False,"Issued monthly, provides free access to a list of companies registered each month, with basic details (online data available since 2009)"
,False,False,,http://courts.justice.md/  ,MD,court,Database of Court Cases in the Republic of Moldova,False,"Free search by name of entity in all areas of the country, free access to court records when available online."
,False,False,,http://www.fisc.md/,MD,court,State Tax Service,False,"Provides free access to basic company data, including administrators names, address, registration number, financial status, type of activities. Search by company's registration number only (https://servicii.fisc.md/contribuabil.aspx).

The webpage is in Romanian, English, Russian"
,False,False,,http://www.leganet.cd/,CD,gazette,Official Gazette,False,"Free access to some official decisions regarding companies, public tenders, etc."
,False,False,,http://www.cpcai.cd/,CD,business,Registre du Commerce et du Crédit Mobilier (RCCM),False,"Limited searches, more about procedures of registering a business, no online company search at the moment"
,True,True,,http://a836-acris.nyc.gov/CP/,US,land,New York City Department of Finance,False,Searchable New York property database
,True,False,,http://www.legilux.public.lu/entr/search/index.php,LU,gazette,Legilux - Luxembourg Official Gazette,False,
,False,True,,http://www.moneyhouse.ch/,CH,commercial,Money House,False,"Money House offers search by company name or personal name. Search results include director names, sometimes shareholders, all the gazette notifications, registered company activity etc.
Results for person search include previous employments, connected companies and people."
,False,False,,http://foaf.sk/,SK,commercial,Project foaf.sk,False,"It gives data from the present, past, visualizes the network and shows you a timeline of all the relationships. It aggregates data from from the Commercial Register of the Slovak Republic, the Slovak tax authorities, general health insurance, Journal procurement and other databases."
,False,True,,http://www.gvin.com/,SI,commercial,gvin.com,True,"Search by names of directors/shareholders. Shows past engagements, and detects past company names. If a company changed its name, Ajpes would give nothing, while Gvin would detect it and put you through to the ""new"" company.
Offers all the financial data from annual reports (incl. for years before 2008/2009, which are usually the earliest years you get annual reports for at Ajpes). Info on tax paymnet, ongoing lawsuits and credit ratings (the latter is a payable service of Ajpes). As for documents, it is quite useful because all the available documents (except those you can find only at the court register) are in one place (memorandum/articles of association, insolvency reports, statutes, also changed ones). You can click on the address of a company and see what other companies are registered there."
,True,False,,http://supervizor.kpk-rs.si/,SI,regulatory,Anti Corruption Commission,False,Database of businesses between the private and public sector.
,True,True,,https://evlozisce.sodisce.si/esodstvo/index.html,SI,land,Supreme Court Republic of Slovenia,False,Land registry searchable by a particle number.
,True,False,,http://prostor3.gov.si/javni/login.jsp?jezik=sl,SI,land,Cadastre Office,False,Useful when you have an address but not the cadastral number. Use this site to identify the particle number so that more detailed data can be obtained from the Land Register
,True,False,,http://www.uppd.gov.si/si/delovna_podrocja/38_clen_zppdft/podatki_o_transakcijah_38_clen_zppdft/,SI,regulatory,Ministry of Finance,False,Anti Money Laundering Commission's periodically published data on transactions of Slovenian companies with tax havens
,True,False,,http://seznami.gov.si/DURS/main_neplacniki.html,SI,regulatory,Ministry of Finance,False,Periodically published data on companies that owe tax.
,True,False,,http://rson.justice.md/organizations,MD,business,Ministry of Justice,False,List of NGOs
,True,False,,http://www.malawi.gov.mw/index.php?option=com_content&view=article&id=43&Itemid=7,MW,business,"Ministry of Justice, Registrar General",False,Non-searchable online. Request can be filed through email or fax. Must be addressed to the Registrar General which handles the Corporate Registry. 
,True,False,,http://www.edbm.gov.mg/,MG,business,Economic Development Board of Madagascar,False,Corporate laws and regulations. Non-searchable online.
,True,False,,https://entreprises.impots.mg/nifonline/,MG,business,General Directorate of Taxes,False,Registration required. French. 
,True,False,,http://www.sipa.org.sz/index.php?option=com_content&task=view&id=15&Itemid=27,SZ,business,Registrar of Companies,False,Website frequently down. Non-searchable online.
,True,False,,http://www.oarg.gov.sl/,SL,business,Office of the Administrator and Registrar General ,False,Non-searchable online
,True,False,,http://www.ursb.go.ug/,UG,business,Registration and Services Bureau,False,
,True,False,,http://www.cipc.co.za/,ZA,ip,Company and Intellectual Property Commission,False,
,True,False,,http://www.pacra.org.zm/,ZM,business,Patents and Companies Registration Agency,False,Registration required.
,True,False,,http://www.stat-niger.org/statistique/pages/repentreprise/entreprise_list.php?pagesize=500,NE,land,Directory of Companies,False,French. Searchable online. 
,True,False,,https://kiosk.incv.cv/,CV,gazette,Office Gazette,False,Website frequently down.
,True,False,,http://www.mti.gov.na/,NA,business,Ministry of Trade and Industry,False,
,True,False,,http://www.mojss.org/Busireg/,SS,business,Ministry of Justice,False,Non-searchable online
,True,False,,https://eservice.egov.sc/BizRegistration/WebSearchBusiness.aspx,SC,land,Business Registry,False,Partially searchable online
,True,False,,http://www.ethiopia.gov.et/,ET,business,Ministry of Trade and Industry,False,Non-searchable online. 
,True,False,,http://inacep-gb.org/,GW,gazette,Boletim Oficial da República da Guiné-Bissau ,False,Portuguese. 2008-2010. 
,True,False,,http://org.rdb.rw/inf/Public/Products/NameSearch.aspx?AspxAutoDetectCookieSupport=1,RW,business,Office of the Registrar General,False,
,True,False,,http://www.portaldogoverno.gov.mz/Legisla/boletinRep/,MZ,business,Government Portal and Bulletin ,False,Portuguese. 
,True,False,,http://www.rgd.gov.gh/en/services.php,GH,business,Registrar General's Department,False,
,True,True,,http://cacnigeria.org/jm/,NG,business,Corporate Affairs Commission,False,
,True,False,,http://www.gov.ls/trade/,LS,business,"Registrar of Companies, Ministry of Trade",False,Non-searchable online. 
,True,False,,http://www.obs-industrie.sn/menuang/liste%20of%20entreprise.htm,SN,business,"Ministry of Industry, Directory of Enterprises",False,
,True,False,,http://www.attorney-general.go.ke/index.php/services/companies-registry,KE,business,"Companies Registry, Registrar General",False,Non-searchable online
,True,False,,http://www.ccd.dj/enterprise/,DJ,business,"Chamber of Commerce, Directory of Companies",False,French. 
,True,False,,http://www.directinfo.ma/,MA,business,Central Trade Registry,False,Payment required. 
,True,False,,http://ouidi.gov.bf/cgi-bin/sgg/library,BF,gazette,Official Gazette ,False,Website frequently down. 
,True,False,,http://www.iort.gov.tn/WD120AWP/WD120Awp.exe/CTX_4072-30-THkbrsKaiM/Accueil/SYNC_26973531,TN,gazette,Tunisian Journal Officiel. ,False,
,True,False,,http://www.joradp.dz/HEN/Index.htm,DZ,gazette,Officiel d'Algerie,False,
,True,False,,http://www.coursupreme.ma/en/default.asp,MA,court,Supreme Court of Morocco,False,Website often down. 
,True,False,,http://www.justice.gov.za/sca/index.htm,ZA,court,Supreme Court of Appeal of South Africa,False,
,True,False,,http://www.stj.st/stj/index.html,ST,court,Supreme Tribunal of Justice - Sao Tome and Principe,False,
,True,False,,http://www.supremecourt.gov.rw/,RW,court,Supreme Court of Rwanda,False,"Website temporarily suspended. Online database provides free access to judgement from Supreme Court, High Court and other subordinate courts. "
,True,False,,http://supremecourt.gov.ng/,NG,court,Supreme Court of Nigeria,False,"Judgements from 1963 available online. Original jurisdiction in conflicts between Federal government and a State, or between States. "
,True,False,,http://www.juricaf.org/recherche/+/pays:Niger,NE,court,Supreme Court of Niger,False,Decisions available online. 
,True,False,,http://www1.gov.mu/scourt/home/welcome.do,MU,court,Supreme Court of Mauritius,False,"Online access to judgements, legislation, cause lists etc from 2009."
,True,False,,http://www.cs.insti.ml/,ML,court,Supreme Court of Mali,False,"Online access to judgements of the Court. The final court of decision for social, civil, commercial and criminal cases. "
,True,False,,http://www.stj.cv/,CV,court,Tribunal of Justice - Cape Verde,False,Online access to judgements and legislation. Page link down. 
,True,False,,http://www.saflii.org/tz/cases/TZHC/,TZ,court,High Court of Tanzania,False,Online access from 1986-2009.
,True,False,,http://www.ulii.org/ug/judgment/supreme-court,UG,court,Supreme Court of Uganda,False,Online access from 1998-2013.
,True,False,,http://www.jo.gouv.sn/,SN,gazette,Government Gazette,False,Online access from 2001.
,True,False,,http://www.presidence.dj/jo/journal.php,DJ,gazette,Government Gazette of Djibouti,False,Online access available. French.
,True,False,,http://www.coursupreme.cm/index.php,CM,court,Supreme Court of Cameroon,False,The website does not yet offer online access to judgements. 
,True,False,,http://www.tribunalsupremo.ao/,AO,court,Supreme Tribunal of Angola,False,"Online access to decisions, resolutions, legislation and other documents. Portuguese."
,True,False,,http://www.cour-constitutionnelle-benin.org/courconsbj.html,BJ,court,Constitutional Court of Benin,False,"Online access to decisions, etc. "
,True,False,,http://www.saflii.org/bw/cases/BWHC/,BW,court,High Court of Botswana,False,Decisions available online from 1999-2010.
,True,False,,http://www.lesotholii.org/content/high-court-commercial-division,LS,court,High Court Commercial Decisions,False,Online access from 2010-2013.
,True,False,,http://www.malawilii.org/content/high-court-commercial-division,MW,court,High Court Commercial Decisions,False,Online access 2006-2008.
,True,False,,http://www.catalogue.mw/cgi-bin/koha/opac-detail.pl?biblionumber=4942&shelfbrowse_itemnumber=10117#holdings,MW,gazette,Official Gazette,False,Limited.
,True,False,,http://www.gov.ls/documents/legal.php,LS,gazette,Lesotho Goverment Gazette,False,Limited.
,True,False,,http://www.greengazette.co.za,ZA,gazette,Government Gazette of South Africa,False,Online access from 2006-2014
,True,False,,http://dre.pt/stp/index.html,ST,court,Government Gazette of Sao Tome and Principe,False,Online access. Page down. 
,True,False,,http://www.kenyalaw.org/kenya_gazette/,KE,gazette,Government Gazette of Kenya,False,Online access available from 2007-2014.
,True,False,,http://www.saflii.org/na/other/NAGovGaz/,NA,gazette,Namibia Government Gazette,False,Online access from 1990-2013.
,True,False,,http://www.saflii.org/na/cases/NASC/,NA,court,Supreme Court of Namibia,False,Online access from 1990-2013.
,True,False,,http://www.seylii.org/sc/judgment/supreme-court,SC,court,Supreme Court of Seychelles,False,Online access from 2004-2013.
,True,False,,http://www.swazilii.org/sz/judgment/supreme-court,SZ,court,Supreme Court of Swaziland,False,Online access from 1993-2013.
,True,False,,http://www.zimlii.org/zw/judgment/supreme-court,ZW,court,Supreme Court of Zimbabwe,False,Online access from 2002-2013.
,False,False,,http://repositories.lib.utexas.edu/handle/2152/4116/search?order=DESC&query=%22Bulletin+officiel+du+Burundi%22&rpp=10&sort_by=0&submit=Go,BI,gazette,Government Gazette,False,Government does not maintain an online gazette but select years (2002-2003) available from University of Texas Library. 
,False,False,,http://www.bj.refer.org/benin_ct/med/jo/,BJ,gazette,Government Gazette,False,Select access available online at this link. Government has not yet created website for online access.
,False,False,,http://www.zamlii.org/zm/judgment/supreme-court,ZM,court,Supreme Court of Zambia,False,Online access from 1974-2011.
,False,False,,http://www.juricaf.org/recherche/+/facet_pays%3ABurundi,BI,court,Supreme Court of Burundi,False,Select access (1977-2005) available online via Juricaf in French.
,True,False,,http://www.legitogo.gouv.tg/,TG,gazette,Government Gazette of Togo,False,Online access from 1920-2011.
,True,False,,http://www.primature.gov.rw/publications/official-gazettes.html,RW,gazette,Government Gazette of Rwanda,False,Page suspended. Online access available.
,True,False,,http://www.mauritania.mr/legislation/index.php,MR,gazette,Government Gazette of Mauritania ,False,Limited online access available.
,True,False,,http://www.sgg.gov.ml/,ML,gazette,Government Gazette of Mali,False,Online access available.
,False,False,,http://www.omda.mg/index.html,MG,ip,"Intellectual Propety: Malagasy Copyright Office  Ministry of Information, Culture and Communication",False,
,False,False,,http://www.bbda.bf/quotidien/actualite/index.php,BF,ip,"Intellectual Property: Burkinabé Copyright Office (BBDA)  Ministry of Culture, Arts and Tourism",False,
,True,False,,http://www.onda.dz/,DZ,ip,National Office of Copyrights and Related Rights (ONDA)  Ministry of Communication and Culture,False,Copyright.
,True,False,,http://www.mti.gov.bw/index.php?option=com_content&view=article&id=91&Itemid=22,BW,ip,Registrar of Companies and Intellectual Property  Ministry of Trade and Industry,False,
,True,False,,http://www.eipo.gov.et/,ET,ip,Ethiopian Intellectual Property Office (EIPO),False,
,True,False,,http://www.copyright.gov.gh/,GH,ip,"Intellectual Property, Copyright Department  Ministry of Justice",False,
,True,False,,http://senapi-stp.net/spip.php?rubrique1,ST,ip,Directorate General of Culture  Arts and Entertainment Promotion Center ,False,
,True,False,,http://www.copyright.go.ke/,KE,ip,"Intellectual Property, The Kenya Copyright Board (KECOBO)  ",False,
,True,False,,http://www.gov.mu/portal/site/mac,MU,ip,"Intellectual Property, Ministry of Arts and Culture",False,"Registration is required. For specific queries, email or phone the office of  Minister of Arts and Culture, Hon. Mookhesswur Choonee
copyrightsoc@intnet.mu
Tel: 230) 454 44 08 
"
,True,False,,http://www.bmdav.org/,MA,ip,"Intellectual Property, Copyright Office of Morocco",False,
,True,False,,http://www.copyright.gov.ng/,NG,ip,Nigerian Copyright Commission (NCC)  Federal Ministry of Information and Culture,False,
,True,False,,http://www.bnda.ne.wipo.net/index.htm,NE,ip,"Niger Intellectual Property, Copyright Office (BNDA)  Ministry of Youth, Sport and Culture",False,
,True,False,,http://org.rdb.rw/,RW,ip, Office of the Registrar General  Rwanda Development Board (RDB),False,
,True,False,,http://www.ccichonduras.org/consulta-registro-mercantil/Consulta_de_empresas.htm,HN,business,Chamber of Commerce,False,Available: search for company information with registration number. 
,True,False,,http://www.gov.sz/index.php?option=com_content&view=article&id=228&Itemid=306,SZ,ip,Ministry of Commerce Industry and Trade  Intellectual Property Office,False,
,False,False,,http://www.culture.tn/,TN,copyright,Tunisian Organism for the Protection of Authors' Rights,False,
,False,False,,http://www.cosota-tz.org/,TZ,ip,Copyright Society of Tanzania (COSOTA) Business Registrations and Licensing Agency (BRELA) Ministry of Industry and Trade,False,
,True,False,,http://www.butodra.org/,TG,ip,Togolese Copyright Office (BUTODRA),False,
,False,False,,http://www.bizbiz.cz/,CZ,business,Biz Biz,False,"Search offers a full overview of all the people in the company and their current positions. A click on the name of the person gives an overview of all the other companies in Czech Republic where their name appears.
All the information is only current, no historic data is available. Information derives from the official company registry."
,True,False,,http://www.worldlii.org/int/cases/COMESACJ/,,court,Common Market for Eastern and Southern Africa (COMESA) Court of Justice Decisions,False,Official website address (http://www.comesa.int/institutions/court_of_justice/) often down. 
,True,False,,http://www.saflii.org/ea/cases/EACJ/,,court,East African Court of Justice,False,Official website also available: http://www.eacj.org/
,True,False,,http://www.sadc.int/tribunal/,,court,Southern African Development Community (SADC) Tribunal,False,Decisions available since 2007. Page frequently down. 
,True,True,,http://nahlizenidokn.cuzk.cz/,CZ,land,Czech Official Land Registry,True,"The Czech Official Land Registry is a paid database and requires an account. It provides details of land and building owners, including any registered legal issues as well as lists of other properties owned by the same owner."
,False,False,,http://regiony.kurzy.cz/,CZ,commercial,Regiony Kurzy.cz,False,Available: search by address to find all companies registered at the same location.
,True,False,,http://wwwinfo.mfcr.cz/ares/ares.html.en,CZ,business,ARES - Access to Registers of Economic Subjects ,False,ARES is a database administered by the Czech Ministry of Finances. Available: search by company or person name to identify information registered with administrative institutions in the country.
,False,False,,http://www.commonlii.org/bm/cases/BMSC/,BM,court,Supreme Court of Bermuda,False,Online access via court database from 2007-2013.
,False,False,,http://www.paclii.org/fj/cases/FJSC/,FJ,court,Supreme Court of Fiji,False,Online access from 1876-2013
,False,False,,http://www.commonlii.org/ug/cases/UGCommC/,UG,land,Commercial Court of Uganda,False,Online access to com court decisions from 2000-2007. 
,True,False,,http://www.ompa.ad/ca/,AD,ip,Trademarks Office of the Principality of Andorra  Department of Economy  Ministry of Economy and Land Management,False,
,False,False,,http://www.commonlii.org/gh/cases/GHLL/,GH,land,Ghana Land Law ,False,Online access from 1872-1990.
,False,False,,http://www.paclii.org/pw/cases/PWSC/,PW,court,Supreme Court of Palau,False,Online access from 1994-2013
,False,False,,http://www.saflii.org/za/cases/ZALCC/,ZA,land,South Africa Land Claims Court,False,Online access from 1996-2013.
,True,False,,http://www.patentamt.at/,AT,ip,"The Austrian Patent Office  Federal Ministry for Transport, Innovation and Technology",False,
,True,False,,http://www.unza.zm/zamlii/land-tribunal.html,ZM,land,Zambia Lands Tribunal,False,Online searchable database
,False,False,,http://www.unza.zm/zamlii/revenue-tribunal.html,ZM,land,Zambia Revenues Tribunal,False,Online searchable database.
,False,False,,http://www.hklii.hk/eng/hk/cases/hklt/,HK,land,Hong Kong Lands Tribunal,False,Online access from 1982-2014
,False,False,,http://www.paclii.org/to/cases/TOSC/,TO,court,Supreme Court of Tonga,False,Online access from 1986-2013
,True,False,,http://www.antigua.gov.ag/,AG,ip,Antigua and Barbuda Intellectual Property & Commerce Office (ABIPCO)  Ministry of Legal Affairs,False,
,True,False,,http://www.azstand.gov.az/,AZ,ip,"State Committee on Standardization, Metrology and Patents of the Republic of Azerbaijan",False,
,False,False,,http://www.commonlii.org/sg/cases/SGHC/,,court,Supreme Court of Singapore,False,Online access from 2005-2013
,False,False,,http://www.asianlii.org/sg/cases/SGIPOS/,SG,court,Intellectual Property Decisions in Singapore,False,Online access from 1999-2011.
,False,False,,http://www.paclii.org/mh/cases/MHSC/,,court,Supreme Court of Marshall Islands,False,Online access from 1982-2013
,False,False,,http://www.paclii.org/vu/cases/VUSC/,VU,court,Supreme Court of Vanuatu,False,Online access from 1980-2013
,False,False,,http://www.paclii.org/nr/cases/NRSC/,NR,court,Supreme Court of Nauru,False,Online access from 1969-2013
,False,False,,http://www.paclii.org/to/cases/TOLC/,TO,court,Land Court of Tonga,False,Online access from 1999-2013
,False,False,,http://www.paclii.org/ws/cases/WSSC/,WS,court,Supreme Court of Samoa,False,Online access from 1980-2013
,False,False,,http://www.paclii.org/pg/cases/PGSC/,PG,court,Supreme Court of Papua New Guinea,False,Online access from 1930-2013
,False,False,,http://www.paclii.org/gu/cases/GUSC/,GU,court,Supreme Court of Guam,False,Online access from 1996-2013
,True,False,,http://www.sipo.gov.cn/,CN,ip,Patent Office  State Intellectual Property Office of the Peoples' Republic of China (SIPO),False,
,True,False,,http://acbr.gov.af/,AF,ip,Afghanistan Central Business Registry and Intellectual Property  Ministry of Commerce and Industry,False,
,True,False,,http://www.alpto.gov.al/,AL,ip,"General Directorate of Patents and Trademarks  Ministry of Economic Development, Trade and Industry",False,
,True,False,,http://www.mgm.gov.ao/,AO,ip,"Angolan Institute of Industrial Property  Ministry of Geology, Mines and Industry",False,
,True,False,,http://www.inapi.org/,DZ,ip,Algerian National Institute of Industrial Property (INAPI) ,False,Industrial Property
,True,False,,http://www.inpi.gov.ar/,AR,ip,National Institute of Industrial Property (INPI),False,
,True,False,,http://www.aipa.am/hy/,AM,ip,Intellectual Property Agency of the Republic of Armenia  Ministry of Economy of the Republic of Armenia,False,
,True,False,,http://www.ipaustralia.gov.au/,AU,ip,IP Australia  Department of Industry,False,
,True,False,,http://www.bahamas.gov.bs/wps/portal/public/!ut/p/b1/04_Sj9CPykssy0xPLMnMz0vMAfGjzOKNDdx9HR1NLHzdQ8IMDDwNDRyDgg0DDfyNDYEKIoEKDHAARwNC-sP1o_ArMYIqwGOFn0d-bqp-QW6EQZaJoyIA1iL9zQ!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/,BS,ip,Registrar General's Department,False,
,True,False,,http://www.senapi.gob.bo/,BO,ip,Servicio Nacional de Propiedad Intelectual (SENAPI)  Ministerio de Desarrollo Productivo y Economía Plural,False,
,True,False,,http://www.moic.gov.bh/moic/en/,BH,ip,Directorate of Industrial Property  Ministry of Industry and Commerce,False,
,True,False,,http://www.dpdt.gov.bd/,BD,ip,"Department of Patents, Designs and Trademarks (DPDT)  Ministry of Industries",False,
,True,False,,http://www.caipo.gov.bb/site/index.php,BB,ip,Corporate Affairs and Intellectual Property Office (CAIPO)  Ministry of International Business and International Transport,False,
,True,False,,http://www.belgospatent.org.by/,BY,ip,National Center of Intellectual Property (NCIP)  State Committee on Science and Technologies,False,
,True,False,,http://economie.fgov.be/opri-die.jsp?,BE,ip,Office of Intellectual Property  Directorate General Regulation and Market Organisation (ORPI),False,
,True,False,,http://www.brunei-patents.com.bn/cgi-sys/suspendedpage.cgi,BN,ip,Brunei Intellectual Property Office (BruIPO)  The Brunei Economic Development Board (BEDB),False,Account of government suspended.
,True,False,,http://www.belipo.bz/,BZ,ip,Belize Intellectual Property Office (BELIPO),False,
,True,False,,http://www.ipr.gov.ba/,BA,ip,Institute for Intellectual Property of Bosnia and Herzegovina,False,
,True,False,,http://www.ipr.gov.ba/,BA,ip,Institute for Intellectual Property of Bosnia and Herzegovina,False,
,True,False,,http://www.inpi.gov.br/portal/,BR,ip,"National Institute of Industrial Property  Ministry of Development, Industry and Foreign Trade (INPI)",False,
,True,False,,http://www.bpo.bg/,BG,ip,Patent Office of the Republic of Bulgaria (BPO),False,
,True,False,,http://www.commerceetindustrie.gov.bi/,BI,ip,"Ministry of Trade, Industry and Tourism",False,Website frequently down. 
,True,False,,http://www.gdi.mime.gov.kh/,KH,ip,"Department of Industrial Property (DIP)  Ministry of Industry, Mines and Energy",False,
,True,False,,http://www.sic.gov.co/,CO,ip,"Superintendencia de Industria y Comercio  Ministerio de Industria, Comercio y Turismo",False,
,True,False,,http://www.cipo.ic.gc.ca/eic/site/cipointernet-internetopic.nsf/eng/Home,CA,ip,Canadian Intellectual Property Office (CIPO)  Industry Canada,False,
,True,False,,http://www.mjp.go.cr/,CR,ip,Registro de la Propiedad Industrial  Registro Nacional  Ministerio de Justicia y Paz,False,
,True,False,,http://www.inapi.cl/portal/institucional/600/w3-channel.html,CL,ip,National Institute of Industrial Property  Ministry of Economy,False,
,True,False,,http://www.oipi.ci/cgi-sys/suspendedpage.cgi,CI,ip,Ivorian Office of Intellectual Property (OIPI)  Ministry for Industry and the Promotion of the Private Sector,False,Site currently down.
,True,False,,http://www.dziv.hr/,HR,ip,State Intellectual Property Office of the Republic of Croatia (SIPO),False,
,True,False,,http://www.ocpi.cu/,CU,ip,"Cuban Industrial Property Office (OCPI)  Ministry of Science, Technology and Environment",False,
,True,False,,http://www.mcit.gov.cy/mcit/mcit.nsf/dmlregistar_en/dmlregistar_en?OpenDocument,CY,ip,"Department of Registrar of Companies and Official Receiver Ministry of Commerce, Industry and Tourism",False,
,True,False,,http://www.upv.cz/cs.html,CZ,ip,Industrial Property Office,False,
,True,False,,http://www.dkpto.org/,DK,ip,Danish Patent and Trademark Office  Ministry of Trade and Industry,False,
,True,False,,http://www.mci.dj/,DJ,ip,Ministry of Commerce and Industry  Office of Industrial Property and Commerce (ODPIC),False,Website suspended
,True,False,,http://onapi.gob.do/,DO,ip,National Office of Industrial Property (ONAPI)  State Secretariat for Industry and Commerce,False,
,True,False,,http://www.propiedadintelecutal.gob.ec/,EC,ip,Ecuadorian Institute of Intellectual Property  National Directory of Industrial Property,False,Website down.
,True,False,,http://www.epa.ee/,EE,ip,The Estonian Patent Office,False,
,True,False,,http://www.egypo.gov.eg/,EG,ip,Egyptian Patent Office  Academy of Scientific Research and Technology (ASRT)  Ministry of Scientific Research,False,
,True,False,,http://www.poderjudicial.gov.bo/,BO,court,Supreme Court of Bolivia,False,Website appears to be down. 
,False,False,,http://www.gemstat.org/,GLOBAL,regulatory,UN Water Database,False,Data related to water. 
,True,False,,http://www.cnr.gob.sv/,SV,ip,National Center of Registries (CNR),False,
,True,False,,http://www.ag.gov.fj/,FJ,ip,Office of the Attorney-General  Ministry of Justice,False,
,True,False,,http://www.prh.fi/fi/index.html,FI,ip,National Board of Patents and Registration of Finland,False,
,True,False,,http://www.inpi.fr/fr/accueil.html,FR,land,National Institute of Industrial Property,False,
,True,False,,http://www.nipo.gov.lk/,LK,ip,National Intellectual Property Office of Sri Lanka,False,
,True,False,,http://www.ipo.gov.tt/,TT,ip,Intellectual Property Office  Ministry of Legal Affairs,False,
,False,False,,http://fpso.com/,GLOBAL,business,http://fpso.com/,False,"Maritime: Floating, Production, Storage and Offloading vessel (FPSO) - includes flags, blocks, owners etc. "
,True,False,,http://www.copyright.gov.gh/,GH,ip,Copyright Department Ministry of Justice,False,
,False,False,,http://www.subseaiq.com/,GLOBAL,business,SubSeaIQ,False,"Maritime Offshore Development. Includes rig info, fields, projects etc. "
,False,False,,http://www.rigzone.com/,GLOBAL,business,Rigzone,False,"Maritime: Information on rigs by vessel, includes owner, producer, operator, flags, fields, builder etc. "
,True,False,,http://www.ipindia.nic.in/,IN,ip,"Office of the Controller-General of Patents, Designs and Trademarks Department of Industrial Policy Promotions Ministry of Commerce and Industry Government of India",False,
,True,False,,http://www.mines.gouv.ga/2-ministere/394-organisme-sous-tutelle/395-le-centre-de-propriete-industrielle-du-gabon-cepig/#.UtkOZPRdWVI,GA,ip,Center of Industrial Property of Gabon (CEPIG) Ministry of Industry and Mines,False,
,True,False,,http://www.hipo.gov.hu/English/,IS,ip,celandic Patent Office Ministry of Economic Affairs,False,
,True,False,,http://www.lexbahamas.com/judicial_decisions.htm,BS,court,Supreme Court Bahamas,False,
,True,False,,http://www.lawcourts.gov.bb/,BB,court,Supreme Court of Barbados,False,
,True,False,,http://www.judicial.gov.bn/supr_court.htm,BN,court,Supreme Court of Brunei Darussalam,False,
,True,False,,http://www.sakpatenti.org.ge/,GE,ip,National Intellectual Property Center (Sakpatenti),False,
,True,False,,http://www.mci.gouv.ht/,HT,ip,Intellectual Property Service Ministry of Trade and Industry,False,
,True,False,,http://www.judiciary.gov.bt/,BT,court,Supreme Court of Bhutan,False,
,False,False,,http://www.ilo.org/dyn/natlex/natlex_browse.details?p_lang=en&p_country=ZAF&p_classification=12.02&p_origin=COUNTRY&p_sortby=SORTBY_COUNTRY,GLOBAL,business,Wages Index: International Labor Organization ,False,Wages index - Global. 
,True,False,,http://www.dpma.de/,DE,ip,German Patent and Trade Mark Office (DPMA),False,
,True,False,,http://www.hipo.gov.hu/English/,HU,ip,Hungarian Intellectual Property Office (HIPO),False,
,True,False,,http://www.obi.gr/obi/Default.aspx?tabid=71&,GR,ip,Patent Office Industrial Property Organization (OBI),False,
,True,False,,https://www.rpi.gob.gt/,GT,ip,Registry of Intellectual Property Ministry of Economic Affairs,False,
,True,False,,http://iripo.ssaa.ir/,IR,ip,Industrial Property Office Registration Organization of Deeds and Property of Islamic Republic of Iran,False,
,True,False,,http://www.patentsoffice.ie/,IE,ip,"Patents Office Department of Jobs, Enterprise & Innovation",False,
,True,False,,http://www.gjykataelarte.gov.al/,AL,court,Albania Supreme Court,False,
,False,False,,http://www.treatypro.com/,GLOBAL,regulatory,Treaty Pro ,False,Online access to tax treaties for countries globally.
,True,False,,http://www.vaticanstate.va/content/vaticanstate/fr.html,VA,ip,Judicial Office Central Offices,False,
,True,False,,http://www.digepih.webs.com/,HN,ip,Directorate General of Intellectual Property (DIGEPIH),False,
,True,False,,http://www.minlaw.gov.bd/supremecourt.htm,BD,court,Supreme Court of Bangladesh,False,
,True,False,,http://www.hipo.gov.hu/English/,IS,ip,celandic Patent Office Ministry of Economic Affairs,False,
